Assembly Accession,Assembly BioSample Description Organism Name,ANI Best ANI match ANI,ANI Best ANI match Assembly,ANI Best ANI match Assembly Coverage,ANI Best ANI match Type Category,ANI Best ANI match Organism,ANI Best ANI match Type Assembly Coverage,ANI Best match status,ANI Category,ANI Check status,ANI Comment,ANI Declared ANI match ANI,ANI Declared ANI match Assembly,ANI Declared ANI match Assembly Coverage,ANI Declared ANI match Type Category,ANI Declared ANI match Organism,ANI Declared ANI match Type Assembly Coverage,ANI Submitted organism,ANI Submitted species,Annotation Count Gene Non-coding,Annotation Count Gene Other,Annotation Count Gene Protein-coding,Annotation Count Gene Pseudogene,Annotation Count Gene Total,Annotation Method,Annotation Provider,Annotation Release Date,Annotation Software Version,Assembly Assembly Method,Assembly Atypical Is Atypical,Assembly Atypical Warnings,Assembly BioProject Accession,Assembly BioProject Lineage Accession,Assembly BioProject Lineage Parent Accessions,Assembly BioProject Lineage Title,Assembly BioSample Accession,Assembly BioSample Attribute Name,Assembly BioSample Attribute Value,Assembly BioSample Biomaterial provider,Assembly BioSample BioProject Accession,Assembly BioSample Collected by,Assembly BioSample Collection date,Assembly BioSample Description Comment,Assembly BioSample Description Organism Name,Assembly BioSample Description Organism Taxonomic ID,Assembly BioSample Description Title,Assembly BioSample Development stage,Assembly BioSample Geographic location,Assembly BioSample Host,Assembly BioSample Identified by,Assembly BioSample Sample Identifiers Database,Assembly BioSample Sample Identifiers Value,Assembly BioSample IFSAC category,Assembly BioSample Isolate,Assembly BioSample Isolate name alias,Assembly BioSample Isolation source,Assembly BioSample Last updated,Assembly BioSample Latitude and Longitude,Assembly BioSample Models,Assembly BioSample Owner Contact Lab,Assembly BioSample Owner Name,Assembly BioSample Package,Assembly BioSample Project name,Assembly BioSample Publication date,Assembly BioSample Sample name,Assembly BioSample Status Status,Assembly BioSample Status When,Assembly BioSample Strain,Assembly BioSample Submission date,Assembly BioSample Tissue,Assembly Level,Assembly Name,Assembly Notes ,Assembly Paired Assembly Accession,Assembly Paired Assembly Name,Assembly Paired Assembly Status,Assembly Refseq Category,Assembly Release Date,Assembly Sequencing Tech,Assembly Status,Assembly Submitter,Assembly Type,Assembly Stats ATGC Count,Assembly Stats Contig L50,Assembly Stats Contig N50,Assembly Stats GC Count,Assembly Stats GC Percent,Assembly Stats Genome Coverage,Assembly Stats Number of Component Sequences,Assembly Stats Number of Contigs,Assembly Stats Number of Scaffolds,Assembly Stats Scaffold L50,Assembly Stats Scaffold N50,Assembly Stats Total Number of Chromosomes,Assembly Stats Total Sequence Length,Assembly Stats Total Ungapped Length,CheckM completeness,CheckM completeness percentile,CheckM contamination,CheckM marker set,CheckM marker set rank,CheckM species tax id,CheckM version,Current Accession,Organism Infraspecific Names Isolate,Organism Infraspecific Names Strain,Organism Name,Organism Taxonomic ID,Source Database,WGS project accession,WGS URL
GCA_049671545.1,Marinomonas sp.,99.08000183,GCA_039523315.1,94.91999817,type,Marinomonas arenicola,85.94999695,genus_match,category_na,OK,na,,no-type,,no_type,na,,Marinomonas sp.,Marinomonas sp.,58,,3177,7,3242,Best-placed reference protein set; GeneMarkS-2+,NCBI,2024-03-06,6.6,MegaHit v. 1.2.9,,,PRJNA1071982,PRJNA1071982,,MicroFlora Danica,SAMN40011537,collection_date,2022-07-30,,PRJNA1071982,,2022-07-30,Keywords: GSC:MIxS;MIMAG:6.0,Marinomonas sp.,1904862,NA,,Denmark,,,,MFD12122_ilm_asm_bin20,,MFD12122_ilm_asm_bin20,,Sediment from Urban Saltwater,2024-06-28T02:21:25.809,56.7048 N 10.32651 E,MIMAG,,Aalborg University,MIMAG.6.0,,2024-06-28T00:00:00.000,,live,2024-06-28T02:21:25.809,,2024-02-21T07:08:09.626,,Contig,ASM4967154v1,"annotation fails MAG completeness check,derived from metagenome",,,,,2025-04-16,Illumina,current,The Microflora Danica Consortium,haploid,3384664,21,45062,1554446,46,30,173,173,173,21,45062,,3384664,3384664,89.69999695,47.36840057,3.930000067,Marinomonas,genus,1904862,v1.2.3,GCA_049671545.1,MFD12122_ilm_asm_bin20,,Marinomonas sp.,1904862,SOURCE_DATABASE_GENBANK,JBATVB01,https://www.ncbi.nlm.nih.gov/nuccore/JBATVB000000000.1
GCA_900089755.1,Marinomonas aquimarina,99.98999786,GCA_001639695.1,99.61000061,type,Marinomonas aquimarina,99.72000122,species_match,type,OK,na,99.98999786,GCA_001639695.1,99.61000061,type,Marinomonas aquimarina,99.72000122,Marinomonas aquimarina,Marinomonas aquimarina,109,,3360,,3469,,UVEG,2016-06-24,,SPAdes 3.6.0 BaseSpace Free App,,,PRJEB14208,PRJEB14208,,"Whole genome sequencing of Marinomonas aquimarina CECT 5080, type strain",SAMEA4019367,ENA first public,2016-06-27,,,,1989,"Marinomonas aquimarina is a member of the family Oceanospirillaceae described in 2005 by Macián et al. Genome sequencing of Marinomonas aquimarina CECT 5080, type strain, was done using the Illumina Miseq system by the Central Service of Support to Experimental Research (SCSIE) of the University of Valencia (Spain).",Marinomonas aquimarina,295068,"Marinomonas aquimarina CECT 5080, type strain",,Spain,,,SRA,ERS1190477,,,,,2021-08-21T11:40:38.000,,Generic,,EBI,Generic.1.0,"Whole genome sequencing of Marinomonas aquimarina CECT 5080, type strain",2016-06-27T00:00:00.000,CECT 5080,live,2016-06-28T18:06:43.310,CECT 5080,2016-06-28T17:06:33.813,,Contig,MaquimarinaCECT5080_SPAdes_Prokka,,GCF_900089755.1,GCF_900089755.1-RS_2024_08_01,current,reference genome,2016-06-24,Ilumina Miseq,current,UVEG,haploid,3659629,8,164325,1791342,49,91,47,47,47,8,164325,,3659629,3659629,87.44999695,,4.699999809,Marinomonas,genus,295068,v1.2.4,GCA_900089755.1,,CECT 5080,Marinomonas aquimarina,295068,SOURCE_DATABASE_GENBANK,FLOC01,https://www.ncbi.nlm.nih.gov/nuccore/FLOC00000000.1
GCA_900089975.1,Marinomonas gallaica,96.91000366,GCA_001639745.1,88.31999969,type,Marinomonas gallaica,84.19999695,species_match,category_na,OK,na,96.91000366,GCA_001639745.1,88.31999969,type,Marinomonas gallaica,84.19999695,Marinomonas gallaica,Marinomonas gallaica,91,,3522,,3613,,UVEG,2016-07-16,,Velvet 1.2.10,,,PRJEB14355,PRJEB14355,,Whole genome sequencing of Marinomonas gallaica CECT 5115,SAMEA4029000,ENA first public,2016-07-14,,,,1990,,Marinomonas gallaica,1806667,Marinomonas gallaica CECT 5115,,Spain,,,SRA,ERS1200110,,,,,2021-08-21T11:51:36.000,,Generic,,EBI,Generic.1.0,Whole genome sequencing of Marinomonas gallaica CECT 5115,2016-07-14T00:00:00.000,CECT 5115,live,2016-10-22T20:06:28,CECT 5115,2016-07-15T15:07:44.500,,Scaffold,MgallaicaCECT5115_Velvet_Prokka,,GCF_900089975.1,GCF_900089975.1-RS_2025_08_20,current,,2016-07-16,Illumina Miseq,current,UVEG,haploid,3826551,6,207912,1731647,45.5,123,37,43,37,6,207912,,3828797,3826551,92.25,66.66670227,3.950000048,Marinomonas,genus,1806667,v1.2.4,GCA_900089975.1,,CECT 5115,Marinomonas gallaica,1806667,SOURCE_DATABASE_GENBANK,FLRA01,https://www.ncbi.nlm.nih.gov/nuccore/FLRA00000000.1
GCA_900089985.1,Marinomonas gallaica,96.90000153,GCA_001639745.1,88.37000275,type,Marinomonas gallaica,84.19999695,species_match,category_na,OK,na,96.90000153,GCA_001639745.1,88.37000275,type,Marinomonas gallaica,84.19999695,Marinomonas gallaica,Marinomonas gallaica,80,,3522,,3602,,UVEG,2016-07-16,,Velvet 1.2.10,,,PRJEB14356,PRJEB14356,,Whole genome sequencing of Marinomonas gallaica CECT 5116,SAMEA4029001,ENA first public,2016-07-14,,,,1990,,Marinomonas gallaica,1806667,Marinomonas gallaica CECT 5116,,Spain,,,SRA,ERS1200111,,,,,2021-08-21T11:51:36.000,,Generic,,EBI,Generic.1.0,Whole genome sequencing of Marinomonas gallaica CECT 51,2016-07-14T00:00:00.000,CECT 5116,live,2016-10-22T20:06:28,CECT 5116,2016-07-15T15:07:44.596,,Scaffold,MgallaicaCECT5116_Velvet_Prokka,,GCF_900089985.1,GCF_900089985.1-RS_2025_08_20,current,,2016-07-16,Illumina Miseq,current,UVEG,haploid,3824162,7,199479,1730368,45,108,36,41,36,6,207912,,3826043,3824162,92.25,66.66670227,3.950000048,Marinomonas,genus,1806667,v1.2.4,GCA_900089985.1,,CECT 5116,Marinomonas gallaica,1806667,SOURCE_DATABASE_GENBANK,FLRB01,https://www.ncbi.nlm.nih.gov/nuccore/FLRB00000000.1
GCA_900107855.1,Marinobacterium iners DSM 11526,82.15000153,GCA_013868415.1,15.69999981,type,Marinobacterium marinum,18.78000069,below_threshold_mismatch,synonym,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinobacterium iners DSM 11526,Marinobacterium iners,72,,3714,,3786,,DOE - JOINT GENOME INSTITUTE,2016-10-22,,ALLPATHS v. r46652,,,PRJEB16649,PRJEB16649,,Marinobacterium georgiense DSM 11526,SAMN02745729,geo_loc_name,USA:Georgia coast,,PRJNA195793,,not collected,Keywords: GSC:MIxS;MIGS:6.0,Marinobacterium iners DSM 11526,1122198,Marinobacterium georgiense DSM 11526,,USA:Georgia coast,,,DOE Joint Genome Institute,1010803,,,,,2023-09-13T21:06:08.889,not collected,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,Marinobacterium georgiense DSM 11526,2014-05-06T00:00:00.000,,live,2014-05-06T01:48:16.170,DSM 11526,2014-05-06T01:48:16.170,,Scaffold,IMG-taxon 2634166328 annotated assembly,,GCF_900107855.1,GCF_900107855.1-RS_2025_04_07,current,,2016-10-22,"Illumina,Illumina HiSeq 2000,Illumina HiSeq 2500,Illumina HiSeq 2500-1TB",current,DOE - JOINT GENOME INSTITUTE,haploid,3922811,7,167945,2154577,55,144,51,52,51,7,167945,,3925261,3922811,86.51999664,83.33329773,3.339999914,Marinobacterium,genus,48076,v1.2.3,GCA_900107855.1,,DSM 11526,Marinobacterium iners DSM 11526,1122198,SOURCE_DATABASE_GENBANK,FNRJ01,https://www.ncbi.nlm.nih.gov/nuccore/FNRJ00000000.1
GCA_900111095.1,Amphritea atlantica,99.98000336,GCA_024347255.1,99.94999695,type,Amphritea atlantica,98.34999847,species_match,type,OK,na,99.98000336,GCA_024347255.1,99.94999695,type,Amphritea atlantica,98.34999847,Amphritea atlantica,Amphritea atlantica,63,,4352,,4415,,DOE - JOINT GENOME INSTITUTE,2016-10-31,,ALLPATHS v. r46652,,,PRJEB17012,PRJEB17012,,Amphritea atlantica strain:DSM 18887,SAMN03080615,geo_loc_name,Atlantic Ocean:Logatchev hydrothermal vent field at the Mid-Atlantic Ridge,,PRJNA262055,,not collected,Keywords: GSC:MIxS;MIGS:6.0,Amphritea atlantica,355243,Amphritea atlantica DSM 18887,,Atlantic Ocean:Logatchev hydrothermal vent field at the Mid-Atlantic Ridge,,,DOE Joint Genome Institute,1048633,,,,,2019-06-20T17:06:43.124,not collected,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,Amphritea atlantica,2014-09-25T00:00:00.000,,live,2014-09-25T20:09:23.977,DSM 18887,2014-09-25T20:09:23.976,,Scaffold,IMG-taxon 2599185211 annotated assembly,,GCF_900111095.1,GCF_900111095.1-RS_2025_05_03,current,,2016-10-31,"Illumina HiSeq 2500,Illumina HiSeq 2500-1TB",current,DOE - JOINT GENOME INSTITUTE,haploid,4727587,8,150065,2415020,51,248,32,49,32,6,276135,,4735181,4727587,99.93000031,,2.299999952,Oceanospirillaceae,family,355243,v1.2.3,GCA_900111095.1,,DSM 18887,Amphritea atlantica,355243,SOURCE_DATABASE_GENBANK,FOGB01,https://www.ncbi.nlm.nih.gov/nuccore/FOGB00000000.1
GCA_900112235.1,Marinospirillum celere DSM 18438,80.20999908,GCA_003336805.1,13.94999981,type,Marinospirillum perlucidum,14,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinospirillum celere,Marinospirillum celere,66,,2822,34,2922,,DOE - JOINT GENOME INSTITUTE,2016-11-02,,ALLPATHS v. r46652,,,PRJEB17167,PRJEB17167,,Marinospirillum celere DSM 18438,SAMN05660443,strain,DSM 18438,,PRJNA262314,,missing,Keywords: GSC:MIxS;MIGS:6.0,Marinospirillum celere DSM 18438,497722,Marinospirillum celere DSM 18438,,"USA:Paoha island, Mono lake, California",not applicable,,SRA,SRS1667872,,,,missing,2019-07-21T02:46:37.200,37.998 N 119.034 W,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,,2016-10-06T00:00:00.000,,live,2016-10-06T11:27:46.637,DSM 18438,2016-08-25T14:28:29.530,,Scaffold,IMG-taxon 2600254929 annotated assembly,,GCF_900112235.1,GCF_900112235.1-RS_2025_05_03,current,reference genome,2016-11-02,"Illumina HiSeq 2500,Illumina HiSeq 2500-1TB",current,DOE - JOINT GENOME INSTITUTE,haploid,3083551,3,535297,1554816,50.5,308,12,13,12,3,535297,,3083561,3083551,99.33999634,,2,Oceanospirillaceae,family,1122252,v1.2.3,GCA_900112235.1,,DSM 18438,Marinospirillum celere,1122252,SOURCE_DATABASE_GENBANK,FOLH01,https://www.ncbi.nlm.nih.gov/nuccore/FOLH00000000.1
GCA_900113275.1,Neptunomonas qingdaonensis,99.98999786,GCA_016082375.1,99.77999878,type,Neptunomonas qingdaonensis,99.58999634,species_match,type,OK,na,99.98999786,GCA_016082375.1,99.77999878,type,Neptunomonas qingdaonensis,99.58999634,Neptunomonas qingdaonensis,Neptunomonas qingdaonensis,78,,4020,,4098,,DOE - JOINT GENOME INSTITUTE,2016-11-02,,ALLPATHS v. r46652,,,PRJEB17302,PRJEB17302,,Neptunomonas qingdaonensis CGMCC 1.10971,SAMN05216175,strain,CGMCC 1.10971,,PRJNA323131,,not collected,Keywords: GSC:MIxS;MIGS:6.0,Neptunomonas qingdaonensis,1045558,Neptunomonas qingdaonensis CGMCC 1.10971,,missing,not applicable,,SRA,SRS1684696,,,,missing,2019-06-20T17:36:42.883,missing,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,,2016-06-08T00:00:00.000,,live,2016-06-08T14:21:24.114,CGMCC 1.10971,2016-06-08T14:21:24.113,,Scaffold,IMG-taxon 2663762747 annotated assembly,,GCF_900113275.1,GCF_900113275.1-RS_2025_04_27,current,reference genome,2016-11-02,Illumina HiSeq 2500-1TB,current,DOE - JOINT GENOME INSTITUTE,haploid,4448790,5,310086,2056326,46,287,35,37,35,5,310086,,4449795,4448790,99.44000244,,1.669999957,Oceanospirillaceae,family,1045558,v1.2.3,GCA_900113275.1,,CGMCC 1.10971,Neptunomonas qingdaonensis,1045558,SOURCE_DATABASE_GENBANK,FOOU01,https://www.ncbi.nlm.nih.gov/nuccore/FOOU00000000.1
GCA_900119735.1,Marinospirillum alkaliphilum DSM 21637,84.5,GCA_045055655.1,3.859999895,type,Marinospirillum alkalitolerans,4.340000153,low_coverage,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinospirillum alkaliphilum DSM 21637,Marinospirillum alkaliphilum,62,,2897,,2959,,DOE - JOINT GENOME INSTITUTE,2016-11-18,,ALLPATHS v. r46652,,,PRJEB17965,PRJEB17965,,Marinospirillum alkaliphilum DSM 21637,SAMN02745752,geo_loc_name,"China:Haoji soda lake, Inner Mongolia Autonomous Region of China",,PRJNA221024,,not collected,Keywords: GSC:MIxS;MIGS:6.0,Marinospirillum alkaliphilum DSM 21637,1122209,Marinospirillum alkaliphilum DSM 21637,,"China:Haoji soda lake, Inner Mongolia Autonomous Region of China",,,DOE Joint Genome Institute,1010992,,,,,2019-06-20T16:57:18.188,not collected,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,Marinospirillum alkaliphilum DSM 21637,2014-05-06T00:00:00.000,,live,2014-05-06T01:56:10.137,DSM 21637,2014-05-06T01:56:10.136,,Scaffold,IMG-taxon 2599185147 annotated assembly,,GCF_900119735.1,GCF_900119735.1-RS_2025_05_03,current,reference genome,2016-11-18,"Illumina,Illumina HiSeq 2000,Illumina HiSeq 2500,Illumina HiSeq 2500-1TB",current,DOE - JOINT GENOME INSTITUTE,haploid,3136556,5,220903,1713750,54.5,353,22,26,22,4,224010,,3137549,3136556,99.18000031,,2.430000067,Oceanospirillaceae,family,148454,v1.2.3,GCA_900119735.1,,DSM 21637,Marinospirillum alkaliphilum DSM 21637,1122209,SOURCE_DATABASE_GENBANK,FPJW01,https://www.ncbi.nlm.nih.gov/nuccore/FPJW00000000.1
GCA_900129155.1,Marinomonas polaris DSM 16579,88.41999817,GCA_019426345.1,68.94999695,type,Marinomonas lutimaris,76.38999939,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinomonas polaris DSM 16579,Marinomonas polaris,77,,4605,,4682,,DOE - JOINT GENOME INSTITUTE,2016-12-03,,vpAllpaths v. r46652,,,PRJEB18153,PRJEB18153,,Marinomonas polaris DSM 16579,SAMN02745753,env_package,missing,,PRJNA245694,,not collected,Keywords: GSC:MIxS;MIGS:6.0,Marinomonas polaris DSM 16579,1122206,Marinomonas polaris DSM 16579,,Southern Ocean:110&#8197;km south-west of the subantarctic Kerguelen islands,,,DOE Joint Genome Institute,1036596,,,,,2019-08-01T14:13:46.049,not collected,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,Marinomonas polaris DSM 16579,2014-10-10T00:00:00.000,,live,2014-10-10T09:44:12.330,DSM 16579,2014-05-06T01:56:13.316,,Scaffold,IMG-taxon 2582581270 annotated assembly,,GCF_900129155.1,GCF_900129155.1-RS_2025_05_03,current,,2016-12-03,"Illumina HiSeq 2000,Illumina HiSeq 2500",current,DOE - JOINT GENOME INSTITUTE,haploid,5034234,9,194844,2139968,42.5,420,52,59,52,8,196850,,5038537,5034234,98.93000031,33.33330154,3.339999914,Marinomonas,genus,293552,v1.2.3,GCA_900129155.1,,DSM 16579,Marinomonas polaris DSM 16579,1122206,SOURCE_DATABASE_GENBANK,FQVF01,https://www.ncbi.nlm.nih.gov/nuccore/FQVF00000000.1
GCA_900155945.1,Marinobacterium stanieri,83.02999878,GCA_039523155.1,29.44000053,type,Marinobacterium maritimum,34.13999939,below_threshold_mismatch,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Marinobacterium stanieri,Marinobacterium stanieri,87,,4332,,4419,,DOE - JOINT GENOME INSTITUTE,2017-01-15,,spades v. 3.6.2,,,PRJEB18844,PRJEB18844,,Marinobacterium stanieri DSM 7027,SAMN05421647,strain,DSM 7027,,PRJNA330507,,missing,Keywords: GSC:MIxS;MIGS:6.0,Marinobacterium stanieri,49186,Marinobacterium stanieri DSM 7027,,missing,not applicable,,SRA,SRS1686670,,,,missing,2023-12-24T02:23:34.973,missing,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,,2016-07-20T00:00:00.000,,live,2016-07-20T20:47:13.128,DSM 7027,2016-07-20T20:47:13.126,,Scaffold,IMG-taxon 2681813548 annotated assembly,,GCF_900155945.1,GCF_900155945.1-RS_2025_03_28,current,reference genome,2017-01-15,Illumina HiSeq 2500-1TB,current,DOE - JOINT GENOME INSTITUTE,haploid,4679482,5,388460,2600882,55.5,253,24,26,24,4,388460,,4680330,4679482,91.77999878,75,4.329999924,Marinobacterium,genus,49186,v1.2.3,GCA_900155945.1,,DSM 7027,Marinobacterium stanieri,49186,SOURCE_DATABASE_GENBANK,FTMN01,https://www.ncbi.nlm.nih.gov/nuccore/FTMN00000000.1
GCA_900156635.1,Neptunomonas antarctica,99.98999786,GCA_001305295.1,99.81999969,type,Neptunomonas antarctica,99.80999756,species_match,type,OK,na,99.98999786,GCA_001305295.1,99.81999969,type,Neptunomonas antarctica,99.80999756,Neptunomonas antarctica,Neptunomonas antarctica,73,,4172,,4245,,DOE - JOINT GENOME INSTITUTE,2017-01-15,,spades v. 3.6.2,,,PRJEB18820,PRJEB18820,,Neptunomonas antarctica DSM 22306,SAMN05421760,strain,DSM 22306,,PRJNA329774,,missing,Keywords: GSC:MIxS;MIGS:6.0,Neptunomonas antarctica,619304,Neptunomonas antarctica DSM 22306,,missing,not applicable,,SRA,SRS1686702,,,,missing,2020-02-23T02:28:15.284,missing,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,,2016-07-20T00:00:00.000,,live,2016-07-20T20:52:10.708,DSM 22306,2016-07-20T20:52:10.706,,Scaffold,IMG-taxon 2681813508 annotated assembly,,GCF_900156635.1,GCF_900156635.1-RS_2025_04_27,current,reference genome,2017-01-15,Illumina HiSeq 2500-1TB,current,DOE - JOINT GENOME INSTITUTE,haploid,4568594,4,357889,2089544,45.5,282,25,26,25,4,357889,,4569005,4568594,99.61000061,,2.619999886,Oceanospirillaceae,family,619304,v1.2.3,GCA_900156635.1,,DSM 22306,Neptunomonas antarctica,619304,SOURCE_DATABASE_GENBANK,FTOE01,https://www.ncbi.nlm.nih.gov/nuccore/FTOE00000000.1
GCA_900156675.1,Thalassolituus maritimus,83.59999847,GCA_042648445.1,3.170000076,type,Bacterioplanoides pacificum,3.160000086,low_coverage,type,OK,"Assembly is the type_strain, no match is expected",,,,,,,Thalassolituus maritimus,Thalassolituus maritimus,59,,3472,,3531,,DOE - JOINT GENOME INSTITUTE,2017-01-14,,spades v. 3.6.2,,,PRJEB18826,PRJEB18826,,Oleibacter marinus DSM 24913,SAMN05421686,strain,DSM 24913,,PRJNA329770,,missing,Keywords: GSC:MIxS;MIGS:6.0,Thalassolituus maritimus,484498,Oleibacter marinus DSM 24913,,missing,not applicable,,SRA,SRS1686697,,,,missing,2023-07-12T21:06:23.446,missing,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,,2016-07-20T00:00:00.000,,live,2016-07-20T20:49:13.294,DSM 24913,2016-07-20T20:49:13.293,,Scaffold,IMG-taxon 2681813515 annotated assembly,,GCF_900156675.1,GCF_900156675.1-RS_2025_07_15,current,reference genome,2017-01-14,Illumina HiSeq 2500-1TB,current,DOE - JOINT GENOME INSTITUTE,haploid,3858886,5,309247,1984500,51.5,291,30,32,30,4,377066,,3859465,3858886,98.12999725,20,3,Oceanospirillaceae,family,484498,v1.2.4,GCA_900156675.1,,DSM 24913,Thalassolituus maritimus,484498,SOURCE_DATABASE_GENBANK,FTOH01,https://www.ncbi.nlm.nih.gov/nuccore/FTOH00000000.1
GCA_900182785.1,Oceanospirillum linum,99.98999786,GCA_001995095.2,99.95999908,type,Oceanospirillum linum,96.58000183,species_match,type,OK,na,99.98999786,GCA_001995095.2,99.95999908,type,Oceanospirillum linum,96.58000183,Oceanospirillum linum,Oceanospirillum linum,85,,3248,,3333,,DOE - JOINT GENOME INSTITUTE,2023-03-30,,spades v. 3.9.0,,,PRJEB20688,PRJEB20688,,Oceanospirillum linum DSM 6292,SAMN06264348,strain,DSM 6292,,PRJNA363563,,missing,Keywords: GSC:MIxS;MIGS:6.0,Oceanospirillum linum,966,Oceanospirillum linum DSM 6292,,missing,not applicable,,SRA,ERS1897281,,,,missing,2019-06-21T03:51:54.500,missing,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,,2017-01-25T00:00:00.000,,live,2017-01-25T05:17:20.285,DSM 6292,2017-01-25T05:17:20.283,,Contig,IMG-taxon 2724679804 annotated assembly,,GCF_900182785.1,GCF_900182785.1-RS_2025_05_23,current,reference genome,2023-04-08,Illumina HiSeq 2500-1TB,current,DOE - JOINT GENOME INSTITUTE,haploid,3654430,3,571363,1797017,49,155,21,21,21,3,571363,,3654430,3654430,87.80999756,,4.320000172,Oceanospirillum,genus,966,v1.2.3,GCA_900182785.1,,DSM 6292,Oceanospirillum linum,966,SOURCE_DATABASE_GENBANK,FXTS01,https://www.ncbi.nlm.nih.gov/nuccore/FXTS00000000.1
GCA_900184155.1,Marinobacterium sediminicola,99.98999786,GCA_039523255.1,99.76000214,type,Marinobacterium sediminicola,99.76000214,species_match,type,OK,na,99.98999786,GCA_039523255.1,99.76000214,type,Marinobacterium sediminicola,99.76000214,Marinobacterium sediminicola,Marinobacterium sediminicola,83,,3202,,3285,,DOE - JOINT GENOME INSTITUTE,2023-03-30,,ALLPATHS v. r46652,,,PRJEB20922,PRJEB20922,,Marinobacterium sediminicola CGMCC 1.7287,SAMN04487964,strain,CGMCC 1.7287,,PRJNA303449,,not collected,Keywords: GSC:MIxS;MIGS:6.0,Marinobacterium sediminicola,518898,Marinobacterium sediminicola CGMCC 1.7287,,missing,,,SRA,SRS1669783,,,,,2019-06-20T17:26:41.306,missing,MIGS.ba,,DOE Joint Genome Institute,MIGS.ba.6.0,,2016-02-11T00:00:00.000,,live,2016-02-11T13:57:20.511,CGMCC 1.7287,2016-02-11T13:57:20.000,,Scaffold,IMG-taxon 2617270783 annotated assembly,,GCF_900184155.1,GCF_900184155.1-RS_2025_05_22,current,,2023-04-08,Illumina HiSeq 2500-1TB,current,DOE - JOINT GENOME INSTITUTE,haploid,3516850,8,176186,1974989,56,283,33,36,33,7,176186,,3516930,3516850,87.06999969,,4.170000076,Marinobacterium,genus,518898,v1.2.3,GCA_900184155.1,,CGMCC 1.7287,Marinobacterium sediminicola,518898,SOURCE_DATABASE_GENBANK,FXWV01,https://www.ncbi.nlm.nih.gov/nuccore/FXWV00000000.1
GCA_905478475.1,uncultured Thalassolituus sp.,86.20999908,GCA_041222825.1,1.929999948,suspected_type,Candidatus Thalassolituus haligoni,1.580000043,low_coverage,category_na,Inconclusive,na,,no-type,,no_type,na,,uncultured Thalassolituus sp.,uncultured Thalassolituus sp.,,,,,,,,,,SPAdes version: 3.11.1,,,PRJEB38290,PRJEB38290,,2018 Helgoland Spring Bloom Metagenomes,SAMEA8498427,ENA first public,2021-04-07,,,,2018-04-17,This sample represents a MAG derived from the metagenomic sample ERS4821122 and assembly ERZ1764452 - 2018-04-17_0.2_micron,uncultured Thalassolituus sp.,285273,0.2_20180417_Bin_142_sub_1,,North Sea,,,SRA,ERS6183247,,,,sea water,2023-07-12T21:06:39.946,,Generic,,EBI,Generic.1.0,2018 Helgoland Spring Bloom Metagenomes,2021-04-07T00:00:00.000,0.2_20180417_Bin_142_sub_1,live,2021-04-09T08:15:38.857,,2021-04-08T08:25:27.050,,Contig,0.2_20180417_Bin_142_sub_1,derived from metagenome,,,,,2021-04-15,Illumina HiSeq 2500,current,MAX PLANCK INSTITUTE FOR MARINE MICROBIOLOGY,haploid,3579626,43,25622,1673583,47,11,202,202,202,43,25622,,3579626,3579626,,,,,,,,GCA_905478475.1,0.2_20180417_Bin_142_sub_1,,uncultured Thalassolituus sp.,285273,SOURCE_DATABASE_GENBANK,CAJQIQ01,https://www.ncbi.nlm.nih.gov/nuccore/CAJQIQ000000000.1
