protein,qseqid,query accession,sseqid,sscinames,bitscore,evalue,length,qlen,qcovs,slen,pident,staxids,stitle
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_377814330.1|,Azotobacter bryophylli,551,0,290,290,100,291,92.069,1986537,nitrogenase iron protein [Azotobacter bryophylli]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_018277248.1|,Teredinibacter turnerae,551,0,289,290,99,292,91.003,2426;1056820;1070977,nitrogenase iron protein [Teredinibacter turnerae]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MCG8313866.1|,Pseudomonadales bacterium,550,0,290,290,100,290,92.069,1891229,nitrogenase iron protein [Pseudomonadales bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_131183834.1|,Stutzerimonas kirkiae,550,0,286,290,99,297,93.706,2211392,nitrogenase iron protein [Stutzerimonas kirkiae]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MET0089994.1|,Candidatus Thiodiazotropha sp.,550,0,290,290,100,292,92.414,2847306,nitrogenase iron protein [Candidatus Thiodiazotropha sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_019604939.1|,Teredinibacter turnerae,550,0,289,290,99,292,91.003,2426;1056819,nitrogenase iron protein [Teredinibacter turnerae]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_096085050.1|,Agaribacterium haliotis,550,0,289,290,99,292,91.003,2013869,nitrogenase iron protein [Agaribacterium haliotis]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_102939852.1|,Vibrio,550,0,289,290,99,292,91.003,662;664643;2711221,MULTISPECIES: nitrogenase iron protein [Vibrio]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_304843968.1|,Fluviicoccus sp.,549,0,286,290,99,295,92.657,2003552,nitrogenase iron protein [Fluviicoccus sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_193682427.1|,Pseudomonas lopnurensis,549,0,286,290,99,297,93.357,1477517,nitrogenase iron protein [Pseudomonas lopnurensis]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_331153003.1|,Pseudomonas sp.,549,0,290,290,100,293,92.414,306,nitrogenase iron protein [Pseudomonas sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,emb|SMF28088.1|,Alteromonadaceae bacterium Bs31,549,0,289,290,99,295,91.349,1304903,nitrogenase iron protein NifH [Alteromonadaceae bacterium Bs31]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_413307538.1|,unclassified Pseudomonas,549,0,290,290,100,293,92.759,196821;3243009;3243061,MULTISPECIES: nitrogenase iron protein [unclassified Pseudomonas]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MCG8534810.1|,Pseudomonadales bacterium,549,0,290,290,100,291,91.379,1891229,nitrogenase iron protein [Pseudomonadales bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|NNM51978.1|,Pseudomonadales bacterium,549,0,290,290,100,295,91.379,1891229,nitrogenase iron protein [Pseudomonadales bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_090938118.1|,Azotobacter beijerinckii,549,0,290,290,100,290,92.069,170623,nitrogenase iron protein [Azotobacter beijerinckii]
NifH,GCF_002433655__contig_3_11,GCF_002433655,dbj|GAB3373294.1|,Azotobacter armeniacus,549,0,290,290,100,290,92.414,270345,nitrogenase iron protein [Azotobacter armeniacus]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_091356304.1|,Amphritea atlantica,548,0,290,290,100,290,92.069,355243,nitrogenase iron protein [Amphritea atlantica]
NifH,GCF_002433655__contig_3_11,GCF_002433655,dbj|GAB2196692.1|,Sessilibacter sp. MAH3,548,0,290,290,100,291,91.034,3394572;3394573,nitrogenase iron protein [Sessilibacter sp. MAH3]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_205210878.1|,Amphritea pacifica,548,0,290,290,100,290,92.069,2811233,nitrogenase iron protein [Amphritea pacifica]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_233089744.1|,Sessilibacter corallicola,548,0,289,290,99,290,91.349,2904075,nitrogenase iron protein [Sessilibacter corallicola]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MEJ2618823.1|,Candidatus Thiodiazotropha sp.,548,0,290,290,100,292,92.759,2847306,nitrogenase iron protein [Candidatus Thiodiazotropha sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|OIO53742.1|,Proteobacteria bacterium CG1_02_64_396,548,0,287,290,99,288,91.986,1805333;1973896,MAG: nitrogenase iron protein [Proteobacteria bacterium CG1_02_64_396]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MEJ2059323.1|,Gammaproteobacteria bacterium,547,0,290,290,100,297,90.69,1913989,nitrogenase iron protein [Gammaproteobacteria bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_042479509.1|,Vibrio diazotrophicus,547,0,289,290,99,292,90.657,685;1348635,nitrogenase iron protein [Vibrio diazotrophicus]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MET0116858.1|,Sedimenticola sp.,547,0,290,290,100,292,92.414,1940285,nitrogenase iron protein [Sedimenticola sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_256611036.1|,Methylomonas aurea,547,0,290,290,100,290,90,2952224,nitrogenase iron protein [Methylomonas aurea]
NifH,GCF_002433655__contig_3_11,GCF_002433655,dbj|GAB2191156.1|,Sessilibacter sp. MAH1,547,0,290,290,100,290,90.69,3394570;3394571,nitrogenase iron protein [Sessilibacter sp. MAH1]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_089166737.1|,Azotobacter,547,0,290,290,100,290,92.069,352;353;69964;2528971,MULTISPECIES: nitrogenase iron protein [Azotobacter]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_131298257.1|,Azotobacter chroococcum,547,0,290,290,100,290,91.724,353,nitrogenase iron protein [Azotobacter chroococcum]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MES9852847.1|,Candidatus Thiodiazotropha sp. L084R,546,0,290,290,100,291,91.724,3100202,nitrogenase iron protein [Candidatus Thiodiazotropha sp. L084R]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_428241797.1|,Gynuella sp.,546,0,289,290,99,292,91.003,2969146,nitrogenase iron protein [Gynuella sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MGD8908297.1|,Chromatiales bacterium,546,0,290,290,100,292,92.069,2026725,nitrogenase iron protein [Chromatiales bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_296984884.1|,unclassified Thalassolituus,1044,0,504,504,100,504,100,1899355;1947653;1947665;2624967,MULTISPECIES: nitrogenase cofactor biosynthesis protein NifB [unclassified Thalassolituus]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MAK91190.1|,Thalassolituus sp.,1043,0,504,504,100,504,99.802,2030822,nitrogenase cofactor biosynthesis protein NifB [Thalassolituus sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MBL34041.1|,Oceanospirillaceae bacterium,1041,0,504,504,100,504,99.802,1899355,nitrogenase cofactor biosynthesis protein NifB [Oceanospirillaceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MAY00432.1|,Oceanospirillaceae bacterium,1016,0,504,504,100,504,97.817,1899355,nitrogenase cofactor biosynthesis protein NifB [Oceanospirillaceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MAD47626.1|,Oceanospirillaceae bacterium,935,0,504,504,100,504,94.444,1899355,nitrogenase cofactor biosynthesis protein NifB [Oceanospirillaceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MDK2776187.1|,Pseudomonadota bacterium,921,0,504,504,100,503,89.087,1977087,nitrogenase cofactor biosynthesis protein NifB [Pseudomonadota bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_303432291.1|,Oceanobacter sp. 5_MG-2023,917,0,503,504,99,509,88.469,3062645,nitrogenase cofactor biosynthesis protein NifB [Oceanobacter sp. 5_MG-2023]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_305414464.1|,unclassified Oceanobacter,916,0,503,504,99,509,88.27,2620260;3062618;3062619;3062622;3062623,MULTISPECIES: nitrogenase cofactor biosynthesis protein NifB [unclassified Oceanobacter]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|TNE77881.1|,Gammaproteobacteria bacterium,914,0,494,504,98,504,86.842,1913989,MAG: nitrogenase cofactor biosynthesis protein NifB [Gammaproteobacteria bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_369855508.1|,Candidatus Thalassolituus haligoni,900,0,510,504,100,510,85.294,3100113,nitrogenase cofactor biosynthesis protein NifB [Candidatus Thalassolituus haligoni]
NifB,GCF_002433655__contig_3_23,GCF_002433655,tpg|HMW46804.1|,Cellvibrionaceae bacterium,899,0,504,504,100,504,86.31,2023283;2026723,nitrogenase cofactor biosynthesis protein NifB [Cellvibrionaceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_416206065.1|,Oceanobacter antarcticus,899,0,510,504,100,510,85.098,3133425,nitrogenase cofactor biosynthesis protein NifB [Oceanobacter antarcticus]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MFO1368226.1|,Marinagarivorans sp.,887,0,496,504,98,504,86.29,2023283,nitrogenase cofactor biosynthesis protein NifB [Marinagarivorans sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MEE2730231.1|,Pseudomonadota bacterium,887,0,497,504,99,506,86.318,1977087,nitrogenase cofactor biosynthesis protein NifB [Pseudomonadota bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MBM97032.1|,Oceanospirillaceae bacterium,887,0,503,504,99,501,85.288,1899355,nitrogenase cofactor biosynthesis protein NifB [Oceanospirillaceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_135441212.1|,Mangrovimicrobium sediminis,885,0,498,504,99,505,83.735,2562682,nitrogenase cofactor biosynthesis protein NifB [Mangrovimicrobium sediminis]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_290586835.1|,unclassified Ketobacter,885,0,502,504,99,506,84.861,1872427;1891229;1913989;1977087;2072747;2083498;2639109,MULTISPECIES: nitrogenase cofactor biosynthesis protein NifB [unclassified Ketobacter]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MBA56609.1|,Pseudomonadales bacterium,883,0,501,504,99,506,86.028,1891229;2083498,nitrogenase cofactor biosynthesis protein NifB [Pseudomonadales bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_221797246.1|,Oceanobacter mangrovi,883,0,503,504,99,501,84.493,2862510,nitrogenase cofactor biosynthesis protein NifB [Oceanobacter mangrovi]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|RLU02040.1|,Ketobacter sp.,882,0,497,504,99,506,85.714,2083498,MAG: nitrogenase cofactor biosynthesis protein NifB [Ketobacter sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_320818625.1|,Thalassolituus sp.,879,0,495,504,98,505,86.869,2030822,nitrogenase cofactor biosynthesis protein NifB [Thalassolituus sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MAR89791.1|,Pseudomonadales bacterium,879,0,504,504,100,503,83.929,1891229;1977087,nitrogenase cofactor biosynthesis protein NifB [Pseudomonadales bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MAR01365.1|,Oceanospirillaceae bacterium,875,0,504,504,100,501,84.921,1899355;1914300,nitrogenase cofactor biosynthesis protein NifB [Oceanospirillaceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_283173533.1|,Parathalassolituus penaei,873,0,494,504,98,502,84.211,2997323,nitrogenase cofactor biosynthesis protein NifB [Parathalassolituus penaei]
NifB,GCF_002433655__contig_3_23,GCF_002433655,dbj|BFR61797.1|,Cellvibrionaceae bacterium NBRC 116180,872,0,499,504,99,506,84.168,3157693,nitrogenase cofactor biosynthesis protein NifB [Cellvibrionaceae bacterium NBRC 116180]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MGB1090873.1|,Oceanobacter sp.,872,0,504,504,100,502,82.937,2030817,nitrogenase cofactor biosynthesis protein NifB [Oceanobacter sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,dbj|GAB1260451.1|,Cellvibrionaceae bacterium NBRC 116180,871,0,499,504,99,506,83.968,3157693,nitrogenase cofactor biosynthesis protein NifB [Cellvibrionaceae bacterium NBRC 116180]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MCK5792318.1|,Ketobacter sp.,870,0,471,504,93,477,87.261,2083498,nitrogenase cofactor biosynthesis protein NifB [Ketobacter sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_290575631.1|,Ketobacter sp.,870,0,467,504,93,477,88.223,2083498,nitrogenase cofactor biosynthesis protein NifB [Ketobacter sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MYM62270.1|,Pseudomaricurvus sp. HS19,867,0,501,504,99,508,83.633,2692626,nitrogenase cofactor biosynthesis protein NifB [Pseudomaricurvus sp. HS19]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_428036964.1|,Amphritea sp.,860,0,497,504,98,502,82.696,1872502,nitrogenase cofactor biosynthesis protein NifB [Amphritea sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_276784410.1|,Thalassolituus oleivorans,859,0,505,504,100,503,85.149,187493,nitrogenase cofactor biosynthesis protein NifB [Thalassolituus oleivorans]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MBL4832587.1|,Pseudomonas sp.,857,0,505,504,100,503,84.95,306,nitrogenase cofactor biosynthesis protein NifB [Pseudomonas sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_299200658.1|,uncultured Amphritea sp.,857,0,495,504,98,502,82.222,981605,nitrogenase cofactor biosynthesis protein NifB [uncultured Amphritea sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_418259666.1|,Haliea sp. E17,856,0,497,504,99,505,81.087,3401576,nitrogenase cofactor biosynthesis protein NifB [Haliea sp. E17]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_205210858.1|,Amphritea pacifica,854,0,492,504,98,502,82.114,2811233,nitrogenase cofactor biosynthesis protein NifB [Amphritea pacifica]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_091362195.1|,Amphritea atlantica,854,0,494,504,98,502,82.186,355243,nitrogenase cofactor biosynthesis protein NifB [Amphritea atlantica]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_036190031.1|,Marinobacterium lacunae,853,0,477,504,95,502,84.486,1232683,nitrogenase cofactor biosynthesis protein NifB [Marinobacterium lacunae]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_090937236.1|,Azotobacter beijerinckii,850,0,492,504,98,503,81.707,170623,nitrogenase cofactor biosynthesis protein NifB [Azotobacter beijerinckii]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MBR9884039.1|,Oceanospirillales bacterium,850,0,477,504,95,502,84.486,1914300,nitrogenase cofactor biosynthesis protein NifB [Oceanospirillales bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_015820366.1|,Teredinibacter turnerae,847,0,494,504,98,498,80.567,2426;377629;1056817;1056818;1073969,nitrogenase cofactor biosynthesis protein NifB [Teredinibacter turnerae]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_018277267.1|,Teredinibacter turnerae,845,0,494,504,98,498,80.364,2426;1056819;1056820;1206095,nitrogenase cofactor biosynthesis protein NifB [Teredinibacter turnerae]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_028886946.1|,Teredinibacter turnerae,842,0,494,504,98,498,80.162,2426;1070977,nitrogenase cofactor biosynthesis protein NifB [Teredinibacter turnerae]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_237457337.1|,Pseudomaricurvus sp. HS19,842,0,470,504,93,477,85.745,2692626,nitrogenase cofactor biosynthesis protein NifB [Pseudomaricurvus sp. HS19]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_132286802.1|,Marinobacterium mangrovicola,841,0,504,504,100,503,79.365,1476959,nitrogenase cofactor biosynthesis protein NifB [Marinobacterium mangrovicola]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_104002743.1|,Marinobacterium lutimaris,840,0,504,504,100,503,79.365,568106,nitrogenase cofactor biosynthesis protein NifB [Marinobacterium lutimaris]
NifB,GCF_002433655__contig_3_23,GCF_002433655,emb|SDH13870.1|,Pseudomonas benzenivorans,840,0,493,504,98,504,81.744,556533,nitrogen fixation protein NifB [Pseudomonas benzenivorans]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MCG8535331.1|,Pseudomonadales bacterium,840,0,501,504,99,499,80.838,1891229,nitrogenase cofactor biosynthesis protein NifB [Pseudomonadales bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MFT3931171.1|,Spongiibacteraceae bacterium,839,0,495,504,98,502,82.828,2026793,nitrogenase cofactor biosynthesis protein NifB [Spongiibacteraceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_217413582.1|,Marinobacterium ramblicola,837,0,477,504,95,502,83.229,2849041,nitrogenase cofactor biosynthesis protein NifB [Marinobacterium ramblicola]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_044616576.1|,Gynuella sunshinyii,837,0,488,504,97,499,82.582,1445505;1445510,nitrogenase cofactor biosynthesis protein NifB [Gynuella sunshinyii]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_027854770.1|,Marinobacterium litorale,835,0,477,504,95,502,82.809,404770;1122201;1899355,nitrogenase cofactor biosynthesis protein NifB [Marinobacterium litorale]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_377814309.1|,Azotobacter bryophylli,834,0,492,504,98,502,82.927,1986537,nitrogenase cofactor biosynthesis protein NifB [Azotobacter bryophylli]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_428241814.1|,Gynuella sp.,834,0,500,504,99,499,80.6,2969146,nitrogenase cofactor biosynthesis protein NifB [Gynuella sp.]
NifB,GCF_002433655__contig_3_23,GCF_002433655,dbj|GAB3386627.1|,Azotobacter armeniacus,834,0,492,504,98,503,82.317,270345,nitrogenase cofactor biosynthesis protein NifB [Azotobacter armeniacus]
NifB,GCF_002433655__contig_3_23,GCF_002433655,tpg|HRH78271.1|,Cellvibrionaceae bacterium,834,0,447,504,89,455,87.025,2026723,nitrogenase cofactor biosynthesis protein NifB [Cellvibrionaceae bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|TVZ38767.1|,Alteromonadaceae bacterium 2753L.S.0a.02,833,0,474,504,94,497,81.646,1403320,nitrogen fixation protein NifB [Alteromonadaceae bacterium 2753L.S.0a.02]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_090313091.1|,Pseudomonas linyingensis,833,0,494,504,98,503,80.364,915471,nitrogenase cofactor biosynthesis protein NifB [Pseudomonas linyingensis]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_089169637.1|,Azotobacter chroococcum,832,0,492,504,98,503,81.911,353,nitrogenase cofactor biosynthesis protein NifB [Azotobacter chroococcum]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_131254602.1|,Azotobacter chroococcum,831,0,492,504,98,503,81.707,353,nitrogenase cofactor biosynthesis protein NifB [Azotobacter chroococcum]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_376948324.1|,Azorhizophilus paspali,831,0,492,504,98,503,82.114,69963,nitrogenase cofactor biosynthesis protein NifB [Azorhizophilus paspali]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_188749464.1|,Marinobacterium zhoushanense,831,0,477,504,95,502,82.18,1679163,nitrogenase cofactor biosynthesis protein NifB [Marinobacterium zhoushanense]
NifB,GCF_002433655__contig_3_23,GCF_002433655,gb|MFZ5603917.1|,Pseudomonadota bacterium,830,0,474,504,94,499,82.068,1977087,nitrogenase cofactor biosynthesis protein NifB [Pseudomonadota bacterium]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_131300641.1|,Azotobacter chroococcum,830,0,492,504,98,503,81.504,353,nitrogenase cofactor biosynthesis protein NifB [Azotobacter chroococcum]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_012703541.1|,Azotobacter,830,0,492,504,98,503,81.911,352;354;322710;1283330;1283331;1314750;3083257,MULTISPECIES: nitrogenase cofactor biosynthesis protein NifB [Azotobacter]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_317686949.1|,Azotobacter beijerinckii,829,0,492,504,98,503,81.707,170623,nitrogenase cofactor biosynthesis protein NifB [Azotobacter beijerinckii]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_090621467.1|,Azotobacter beijerinckii,829,0,492,504,98,503,81.707,170623,nitrogenase cofactor biosynthesis protein NifB [Azotobacter beijerinckii]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_131341807.1|,Azotobacter chroococcum,828,0,492,504,98,503,81.504,353;2528971,nitrogenase cofactor biosynthesis protein NifB [Azotobacter chroococcum]
NifB,GCF_002433655__contig_3_23,GCF_002433655,ref|WP_136888398.1|,Azotobacter chroococcum,828,0,492,504,98,503,81.301,353,nitrogenase cofactor biosynthesis protein NifB [Azotobacter chroococcum]
